Country,Year,Energy Type,Installed Capacity (MW),Production (GWh),Investments (USD),Renewable Energy Jobs,Electricity Prices,Investment/MW,Gross Revenue,ROI
Germany,2005,Biomass,46590.49750904952,39377.38919357528,821428402.7015896,382073,0.3053137392854473,17630.814149216567,12022457937.988834,851.3425192008666
Germany,2005,Hydro,13287.201935918109,75217.34577435553,6420613040.44359,387756,0.1076585530874268,483217.8416049597,8097790613.143794,-18.020851507665146
France,2018,Wind,42341.54760636927,5760.015920464227,9429840798.331703,277171,0.0882556827749893,222708.9308590414,508354137.8553788,-96.49590913916111
Brazil,2008,Geothermal,41847.5055402461,73809.60072291178,6542457143.871097,814574,0.2825056538958992,156340.4331849363,20851629516.021427,107.16313286225734
Russia,2015,Solar,3450.635222663174,64059.62710765943,3353091025.276523,39924,0.2037731785735535,971731.5244607725,13053633833.964333,153.04597841560494
Canada,2005,Solar,16582.212703564444,2951.138611598627,6622685042.783641,544849,0.2534924882065831,399384.8807258428,748091469.696657,-92.65766902454955
Japan,2023,Wind,43505.90268041877,68205.551965826,8700757846.910492,616103,0.2296358590911211,199990.284325868,15662440520.456558,17.0080413387408
USA,2023,Geothermal,9858.30810618462,35514.45629937913,1393059827.111725,702553,0.0518291826027929,141308.20543514838,1840685240.5794299,-14.113853325505957
Australia,2007,Solar,49435.0167153742,5411.835586621432,3678951441.6731257,143548,0.1351975104927972,74419.94938233688,731666698.5075444,-87.07285590555072
Germany,2004,Hydro,19212.518993023376,51595.87846560266,7604382126.630665,693115,0.1491212535907149,395803.4929928781,7694042076.90484,-34.23361337308234
Germany,2011,Hydro,8929.23176026299,8353.26138896895,6620283915.193105,234676,0.436562545118546,741416.965416308,3646721052.0087647,-64.19536209971507
USA,2014,Hydro,16228.273231429268,12488.65777184858,8672835900.106815,286051,0.1605598201075547,534427.5251238776,2005176645.2328231,-84.97187270215406
Japan,2002,Hydro,2432.0120028171505,75516.62094096607,8211857049.586879,843368,0.3542752211634959,3376569.293274283,26753667585.380642,111.76554615465773
India,2016,Wind,42293.73298302737,42564.2429879889,2177533761.3668103,819895,0.0648302064915493,51485.96748933613,2759448662.0678,-17.629675269961194
Canada,2018,Geothermal,19375.187778426494,76193.27803595699,5060959895.695419,668232,0.4891279323284825,261208.30175027248,37268260543.05682,378.65167581333503
Russia,2013,Geothermal,15509.008947190398,19547.028789556916,3609544993.69903,846828,0.1903679071807737,232738.59767505858,3721126962.2702827,-32.990653123927736
India,2019,Biomass,6054.091459875218,22342.787233743544,9591562506.97844,443989,0.2994310147967418,1584310.803784278,6690123454.787517,-54.66244167779721
USA,2005,Geothermal,5831.934491638683,69962.63895420858,1682272900.6930482,615374,0.1239744960379391,288458.81295562285,8673582905.832296,235.13164757444338
India,2017,Solar,36947.75358972999,47012.86127237117,1420593556.5686097,830053,0.3017230275981568,38448.71253454171,14184862839.151964,549.0358063934717
Japan,2009,Solar,39655.5813114115,1484.496495930536,9067361944.929815,581051,0.1830742476007447,228652.85654810318,271773079.05842483,-98.0517762226669
USA,2014,Solar,24925.9765903421,76766.33275194973,4039305682.141113,741436,0.2417088372478404,162052.05310616377,18555101029.254578,198.58635661915056
Australia,2001,Hydro,34848.18946385396,44314.461325995224,2971230108.075074,371629,0.3901385351092297,85262.10841332121,17288779025.87839,278.21730253337245
China,2016,Wind,11493.091989730725,20084.785385878295,2088297401.7794175,515596,0.4261864980037944,181700.22511308073,8559864346.765258,166.43292380943748
India,2016,Geothermal,25711.353394304988,3129.3838625346943,5115596483.79807,278673,0.1858156039424564,198962.5518869483,581488352.3846612,-92.61146905845459
India,2014,Geothermal,46188.62110590122,31321.353219210057,2241167655.799446,711390,0.4182998941573321,48522.07323229891,13101718736.45998,279.985725595402
China,2012,Wind,11954.113817231146,27090.496512384907,1928568442.7028584,742304,0.0720384510473874,161330.94198274583,1951557406.8568592,-34.22518556410898
Japan,2007,Geothermal,35954.22115849078,21636.385485173825,7323856978.35255,147668,0.4445343218693445,203699.5029336905,9618115949.355474,-14.638210637377142
Japan,2001,Geothermal,5849.04308521902,92826.21051133003,4657436961.203879,67392,0.3752751726105419,796273.3208400498,34835372172.421875,386.16851072142765
France,2016,Hydro,17711.18743114744,77381.66104501803,5921740352.866404,93357,0.3837107163641154,334350.2730061028,29692172593.02903,225.91621779105523
France,2001,Biomass,41822.6462680148,92316.07242670358,8638613385.621765,529486,0.3193190360203625,206553.4861247749,29478279256.480953,121.8050589994486
Brazil,2016,Solar,5021.215088576047,89553.34701375221,230691116.5252575,90157,0.1152651454543471,45943.28513234007,10322379569.463768,2808.454742953592
France,2023,Biomass,35791.5974539722,38894.696217791025,3995855053.189594,13802,0.3819020585621657,111642.26627012783,14853964552.724472,141.62730706570497
Canada,2020,Wind,33989.6967719169,74467.28518737915,614669488.9118133,202234,0.0883995367963863,18083.99448328318,6582873517.048717,596.124968502472
India,2002,Solar,35628.1784074048,41221.17165732283,8087793619.961854,795601,0.4955145454878067,227005.53274093082,20425690138.25318,64.1572376067527
Japan,2008,Solar,267.99537311410194,69425.61752058442,7710128949.101013,288751,0.1436149605425596,28769634.563124873,9970557320.861567,-15.943529591477517
Japan,2006,Biomass,12717.102396853914,94795.55399541356,9298247383.31636,737306,0.1148806913727063,731160.8488437316,10890178782.05182,-23.871500547138726
Germany,2007,Geothermal,22838.658189213464,41750.24606439411,2820561080.5582566,517382,0.327309723159639,123499.42177821933,13665261481.183645,214.91677397077765
Australia,2011,Geothermal,4157.548912594954,65206.65944454675,7516378444.327903,873178,0.0801423616429728,1807886.955113781,5225815682.735033,-54.808286744248626
China,2021,Solar,12970.070910419015,64899.05852392443,3993008356.7964168,167187,0.4823407808223697,307863.26338345493,31303462563.06638,409.571952970259
Russia,2023,Solar,29638.941315561013,69819.1276840173,9314880278.437197,383913,0.498926336799673,314278.44130001724,34834601613.93539,143.07871247119067
USA,2002,Hydro,20871.833479704816,46932.043167388714,7803626885.685954,639016,0.0887634547661781,373883.1518215197,4165850290.772826,-65.30071556894642
India,2011,Wind,26668.435813346277,30492.651724151507,9408741323.760868,706627,0.4606647966130631,352804.39353898074,14046891204.69922,-2.957484228030068
Canada,2010,Solar,4250.602930556321,15296.63664112323,9111344262.377232,741849,0.204532931465441,2143541.613091754,3128665933.770611,-77.68021053327752
India,2021,Solar,32924.995437844205,37669.247451683164,4582759113.316245,967960,0.4032671921117993,139187.84353266127,15190771648.804821,115.45975530400419
Australia,2011,Geothermal,47416.364167834814,80366.40132378334,3486357745.659393,114414,0.3012340094047858,73526.46721960991,24209093292.19734,351.3567392652085
Japan,2016,Solar,3290.6967170813873,10979.983042715285,9277398302.413471,793753,0.1991506586278858,2819280.8696882464,2186670854.6797667,-84.67958355121937
USA,2015,Biomass,20277.834077930616,2352.440159256686,4082344428.320229,295827,0.2657592173175651,201320.53613966834,625182655.510465,-90.04570209062415
Brazil,2015,Biomass,38050.94988698086,10669.522614209349,6289026706.79944,738150,0.2036646564803628,165279.09882615655,2173004658.0324097,-77.54099173733863
France,2004,Biomass,11080.36238823791,36941.07137399749,7384764978.298931,158320,0.3648926034572552,666473.236122498,13479523708.158228,18.645487514500296
France,2007,Geothermal,38615.80527545473,26330.753932007785,4286777895.14835,355464,0.4753356771395706,111010.96725990443,12515946749.866331,89.77809409301297
Russia,2018,Hydro,24525.952980955197,45712.143732149074,9101502693.1013,899411,0.2309241789213052,371096.80101599987,10556039258.079212,-24.612168461453418
USA,2004,Biomass,4394.821650248437,10680.471125910306,7350532949.303072,108432,0.2037734028313623,1672544.0835323886,2176395945.168854,-80.75435653282959
USA,2000,Wind,40072.541112576146,10573.009499975777,7958885821.777548,203049,0.3613400307294281,198611.95723571858,3820451577.6237826,-68.79847781380991
USA,2003,Biomass,22121.02850847918,15102.030718641992,4096895859.5100274,617022,0.3288114380616642,185203.67884068555,4965720438.248101,-21.215515464742897
France,2023,Hydro,34650.274411677994,20857.19758388797,144203277.0808662,165417,0.2243023328752864,4161.677779736894,4678318075.306858,2008.7639688272695
Canada,2006,Hydro,46890.886747589946,87778.694155483,8603843465.063063,33161,0.3150567891335509,183486.47385102554,27655273534.962463,108.92904282509335
Brazil,2011,Solar,5972.319208906489,37185.69375868829,1755931779.5934985,938760,0.3333909162694261,294011.7093833308,12397372514.323368,358.91829215459035
Australia,2007,Solar,22447.15257457259,38018.302470095965,6615517589.653188,28415,0.3652159662294407,294715.22357570793,13884891071.01923,36.424385149819166
Germany,2005,Biomass,23791.580062903577,84091.47903015438,3317984227.557198,251993,0.1980761452122235,139460.44015507324,16656516011.487507,226.30460740429305
Japan,2010,Biomass,11094.939814186671,23499.306702806305,8002065899.199927,276964,0.4647340266510605,721235.6293242794,10920927427.50343,-11.29037279501822
China,2013,Geothermal,40748.35451229418,83872.422693738,2752308765.5966525,146089,0.1576324176069011,67544.04683424097,13221012759.761837,212.23452838083875
Japan,2007,Hydro,12511.557024532509,66662.16028653312,9121475776.679316,958317,0.4743201740142033,729044.0157683042,31619207467.271103,125.3197328690202
Australia,2001,Hydro,37404.83394906463,45228.26477954764,4972536631.90328,981100,0.4849911195596026,132938.34263973858,21935306771.17095,186.73392388471495
Germany,2023,Biomass,12316.418225408344,70834.23622775894,6133189254.131282,937898,0.3569029346848103,497968.5767310763,25280946785.844273,167.9293713255279
India,2009,Geothermal,37988.5002115381,19933.02573613542,6557171479.223458,596738,0.1751593749955452,172609.3802785053,3491456329.7115974,-65.38985412378905
France,2020,Wind,29293.250661478025,50361.42851388416,7700114467.277575,585584,0.3300542463893353,262863.09280805016,16622003335.240417,40.31352668613255
India,2021,Biomass,44489.02454241041,13755.19962574666,9819425811.523731,741170,0.2076599494113505,220715.6913985176,2856404058.4255786,-81.09194291383399
Australia,2012,Wind,2335.814907469411,45640.26887674962,7294232700.247001,116737,0.4634109101469767,3122778.554465803,21150198539.52728,88.47258670849921
USA,2001,Geothermal,5708.435387396914,14776.769268612656,2582022183.7794833,83302,0.406630987085301,452316.96753195685,6008692273.627706,51.263223158719725
Australia,2013,Biomass,29206.63355026633,65533.59650152989,6223464899.04869,38232,0.2130860767445223,213083.95191584615,13964296973.469557,45.847902735703975
India,2008,Wind,43548.81431302525,73763.45979043125,5310956959.947742,670078,0.4045166479866302,121954.11158092678,29838547498.32183,265.1894756477189
USA,2010,Hydro,15861.516852884628,26028.774671414543,73062277.61696474,385749,0.3244130826802332,4606.260441205999,8444075029.542766,7412.28807562982
Russia,2018,Geothermal,17483.67756200353,73775.35807705102,8234153623.122554,599454,0.4447444356745132,470962.33580842626,32811179994.663193,159.0098263000752
France,2009,Hydro,34196.33490910672,12492.729928579362,6028003191.998566,73761,0.1174246993999997,176276.2941707319,1466955056.5488112,-84.18181350629659
Brazil,2022,Biomass,6171.975473144319,89223.00181515026,246120578.48083097,306667,0.424821542084926,39877.11544735685,37903853220.55829,9910.339137603552
China,2009,Hydro,16138.56163073902,98325.85632131933,3596285370.1704645,468746,0.3057317276029656,222838.03553599486,30061333921.15793,443.3347200649559
China,2008,Wind,30691.33911824084,20804.915776256683,5527279700.724392,322803,0.345448370091526,180092.4905697371,7187024244.799347,-15.48164717433548
Australia,2000,Geothermal,29067.840744624915,55704.72827313753,2517783499.5891037,213998,0.0933951399584011,86617.49325342235,5202550893.414383,34.31091598110908
Canada,2009,Hydro,33438.57182705168,29548.072385619223,5222537337.488266,841761,0.0973560665120664,156183.02613221217,2876684100.4776974,-64.19662427516911
Canada,2004,Geothermal,27487.71655839054,45024.38540321118,2239056591.056587,661078,0.3660872929194411,81456.62395420481,16482855367.623178,378.4986691157864
Canada,2014,Hydro,25200.283228657216,22899.947620780727,260577591.6029805,389859,0.1242201820850974,10340.264402530893,2844635663.192575,609.5825737357934
Japan,2011,Biomass,30926.343853819744,47624.655115121306,9424510899.350658,515041,0.3789939605853095,304740.5455975562,18049456663.58924,24.485471518117123
Brazil,2004,Hydro,25670.050201915787,88677.42214381219,8204464276.589967,888133,0.3093243920089071,319612.31910554104,27430089689.5519,117.31532610949778
Japan,2011,Hydro,7365.52623805276,14051.500807673652,3209835456.9227943,131868,0.4717458973799692,435791.7347900705,6628737858.051369,34.233659810837615
China,2003,Solar,37558.033948477336,38469.27956096832,7783575260.509748,113243,0.0816496664753752,207241.28614366162,3141003845.701031,-73.76973394136665
Russia,2010,Geothermal,10524.56398734994,81910.04054017235,7165372014.366825,10876,0.2686403801184046,680823.6448540087,22004344426.22583,99.61034609744087
France,2006,Solar,44094.28493312805,20951.5055613586,5525934411.488432,393900,0.1207165703443555,125320.87593366993,2529193894.917901,-70.24980918559574
Japan,2003,Geothermal,46745.91791239982,9266.923826722352,4322574084.307344,282483,0.4702047793383034,92469.55193836805,4357351873.08885,-34.477034695829836
France,2010,Solar,23181.496925911684,55768.29378208014,6066280234.993585,654792,0.0544715708373823,261686.3032780619,3037786565.230525,-67.45021346014475
France,2007,Solar,38645.34278086516,35519.631112992305,4331865930.411817,651433,0.332706073970273,112092.83237504869,11817597016.476028,77.32400273013917
USA,2022,Solar,11276.41349707175,25805.655513897495,2648099270.03049,625653,0.3166853651240513,234835.24000943618,8172273438.684116,100.59586871467675
China,2020,Hydro,40332.69432837326,77589.40423127651,3254739867.4200993,8554,0.495168943715178,80697.30826612428,38419863336.691154,667.2782522138788
China,2018,Biomass,13558.187344552904,3439.81875652454,8158379324.80364,174636,0.1839251363776267,601730.8300494406,632669133.9080943,-94.95935503035514
India,2018,Wind,32490.827454459577,42660.635979482795,6925681261.903562,359160,0.1565672171185108,213158.04503935363,6679257055.813436,-37.31277946387265
India,2014,Hydro,13912.820125996424,26595.436416995457,3351715218.781571,421447,0.0644879633408252,240908.39875941572,1715085528.6924505,-66.73925077514934
India,2014,Solar,28754.545396151836,49859.81180646313,1767843994.9007556,326314,0.1291902686494967,61480.5057963929,6441402482.090319,136.8371658039744
Brazil,2020,Wind,14360.441692765486,56184.80776436843,8954228687.669785,912777,0.410453293523916,623534.350770057,23061239392.893112,67.40476626447895
China,2011,Geothermal,12194.95169226844,15568.943401362898,6991853442.735496,490915,0.2116854612512046,573339.9868380215,3295718965.111403,-69.36123811994135
